"mun_name","uf","indice_diversidade"
"Nova Alianca do Ivai","PR","0.579351653317747692001"
"Varginha","MG","0.5792939542128506988791"
"Paracatu","MG","0.579206997571525464964"
"Merces","MG","0.579203675524176408523238"
"Coronel Fabriciano","MG","0.5791979683978568459379"
"Caldas Brandao","PB","0.57919348542945376121"
"Sao Gotardo","MG","0.5790775680690351697567"
"Serra","ES","0.578997007875283308088"
"Macaiba","RN","0.578996547534198365218"
"Sao Bentinho","PB","0.57896315261356810144718"
"Itaja","GO","0.5789108859281499551772"
"Descoberto","MG","0.57885976898507336819134"
"Irece","BA","0.578803505892884452563"
"Bananal","SP","0.57869418268152991597312"
"Barrocas","BA","0.578633402986266558232500"
"Jiquirica","BA","0.578538657848603863525418"
"Bicas","MG","0.5785378433632427025300"
"Benjamin Constant","AM","0.57847729850301872499871"
"Cristiano Otoni","MG","0.578439566906566577693"
"Serra Azul","SP","0.57837701315684606098544"
"Porto Murtinho","MS","0.578372672123734428704"
"Serra da Saudade","MG","0.57834898665348492338"
"Feijo","AC","0.5783019756384732730080"
"Brejoes","BA","0.578204774488041215598"
"Rio Claro","RJ","0.5781741411075284611654"
"Sao Jose do Piaui","PI","0.57813808689160067407"
"Resplendor","MG","0.5781219406633275804657"
"Tangua","RJ","0.5780998521972708644515"
"Luz","MG","0.5780612137512836813546"
"Raul Soares","MG","0.5779948126678144190210"
"Durande","MG","0.5779849662932899530574"
"Sao Sebastiao da Amoreira","PR","0.577944132102813252746"
"Anchieta","ES","0.5778980368594306860394"
"Mateus Leme","MG","0.5778729141896985369508"
"Floresta","PE","0.577864998625708302048"
"Antonio Carlos","MG","0.5778609538134034773960"
"Aracas","BA","0.5778159543277183402635"
"Maragogipe","BA","0.5777908609259367603728"
"Poranga","CE","0.5777600368497135886107"
"Palmeiras","BA","0.577656697084794140962"
"Arame","MA","0.577654748774456210140"
"Aracariguama","SP","0.5775356403612079231558"
"Aparecida do Rio Doce","GO","0.577513277382601028620"
"Grajau","MA","0.5774575978210077559419"
"Para de Minas","MG","0.5774453177532661403381"
"Cordislandia","MG","0.57743437500000000000000"
"Sao Luis","MA","0.577387338191530388490"
"Maua","SP","0.5773552638780301429731"
"Joao Pessoa","PB","0.577351019498594641469"
"Uniao de Minas","MG","0.5772891464641005231097"
"Piracema","MG","0.577284785030073513023"
"Bom Jardim de Goias","GO","0.577261987324747712015"
"Moipora","GO","0.577141297361075645651"
"Urucuca","BA","0.5771382016859031194154"
"Cacoal","RO","0.57713320314789574987"
"Espigao D'Oeste","RO","0.576994461877074672858"
"Serrania","MG","0.5769711283167194507946"
"Ipuacu","SC","0.57692302800366174697"
"Sao Fidelis","RJ","0.5768899538395530113691"
"Perolandia","GO","0.576839528229896864026"
"Divino","MG","0.576832805818230861863"
"Cruzeiro do Sul","PR","0.57667673002761532016041"
"Caturai","GO","0.576620266179888736473"
"Brejo Grande","SE","0.5766187272513075971672"
"Vitoria da Conquista","BA","0.576611487190402167465"
"Vila Boa","GO","0.5765712187029039652502"
"Esmeraldas","MG","0.576548084543130845186"
"Maiquinique","BA","0.57645931914188363872964"
"Assuncao do Piaui","PI","0.57640082788569334345189"
"Governador DixSept Rosado","RN","0.576373543421600197659757"
"Maceio","AL","0.576363106075119614183"
"Verissimo","MG","0.57628496145354145508168"
"Raposos","MG","0.57620555616357150406988"
"Riolandia","SP","0.57614581862019518877598"
"Onca de Pitangui","MG","0.5761130423605958097837"
"Irai de Minas","MG","0.57608444999650840697915"
"Caroebe","RR","0.57607436758267276284901"
"Itanhaem","SP","0.57603873353977712810"
"Extremoz","RN","0.576029104261566928187"
"Pontalinda","SP","0.5760052662823302946913"
"Joao Neiva","ES","0.5759762846447618309779"
"Comendador Gomes","MG","0.575954392005023974816"
"Entre Folhas","MG","0.575788695573166859284"
"Carnaubal","CE","0.5757791927385703689019"
"Lajinha","MG","0.575763123111418185181260"
"Sao Domingos","PB","0.5757272953397113910274"
"Santo Antonio de Leverger","MT","0.575707971668760191533"
"Varzea","PB","0.5756978145110353368986"
"Maria Helena","PR","0.575471321558016438348"
"Pedra Dourada","MG","0.5754534670148817617064"
"Barbosa","SP","0.5754308762134701473758"
"Brejo Alegre","SP","0.57537536715950586886"
"Urai","PR","0.5753623157355107413068"
"Rio Negro","MS","0.57532785717397627961"
"Taparuba","MG","0.57527936624246879447"
"Praia Grande","SP","0.575255277001224574595"
"Feira da Mata","BA","0.575209265526310403170"
"Itaja","RN","0.575208586029249586791"
"Piedade do Rio Grande","MG","0.5752046911196474036507"
"Sao Joaquim de Bicas","MG","0.575029145307805140751"
"Bento de Abreu","SP","0.57494364796040072823"
"Portelandia","GO","0.5749042608566329565825"
"Bom Jesus","RN","0.57490022647292211618671"
"Jacobina","BA","0.574885255813494584556"
"Cajamar","SP","0.5748404899799222144102"
"Vazante","MG","0.5748105557478763347869"
"Valparaiso","SP","0.57475769357487044554305"
"Reduto","MG","0.57474680109647003566551"
"Fortuna de Minas","MG","0.5746766710056990697594"
"Planura","MG","0.574504767189546982638"
"Machado","MG","0.5744972232118664406576"
"Governador Mangabeira","BA","0.5743393527543801932757"
"Tamandare","PE","0.5743175960459238559073"
"Pedro Avelino","RN","0.57425332686011115695"
"Patrocinio","MG","0.5741141548704183513570"
"Maruim","SE","0.574109339585912022284"
"Campina Verde","MG","0.5741085788137398843814"
"Rondonopolis","MT","0.573998421949849773985"
"Santa Rita do Novo Destino","GO","0.573998360606086170373"
"Juatuba","MG","0.573981474244230772909"
"Alto Araguaia","MT","0.5739030615737457438444"
"Motuca","SP","0.5738964218127079959100"
"Patrocinio Paulista","SP","0.5738122032072609338984"
"Valparaiso de Goias","GO","0.573762124430942715666"
"Benedito Leite","MA","0.573744111535284181739"
"Itabira","MG","0.5737315609611557373720"
"Dom Inocencio","PI","0.5736846566763798197317"
"Sao Felix","BA","0.5736754696425371108899"
"Rio Paranaiba","MG","0.573616487592063120815000"
"Itaruma","GO","0.5735057956406178130234"
"Florestal","MG","0.5734691861078203285590"
"Alagoinhas","BA","0.5734204208242329940255"
"Goiania","GO","0.573412885901352513234"
"Sao Francisco do Guapore","RO","0.573350117117050950781"
"Prados","MG","0.5732925966707865546266"
"Luis Antonio","SP","0.5732829821932394237966"
"Sao Tiago","MG","0.573233536054804795219489"
"Santo Antonio do Grama","MG","0.57320035890414466966878"
"Palmelo","GO","0.5731835336338968556406"
"Caparao","MG","0.5731765071164679614558"
"Ubaitaba","BA","0.5731161337221395199230"
"Monte Mor","SP","0.5730797795472118095265"
"Jacareacanga","PA","0.5730457550436114278255"
"Mineiros","GO","0.573032482852720439482"
"Parazinho","RN","0.5729997668940126121961"
"Americo Brasiliense","SP","0.5729127571909799496762"
"Camocim de Sao Felix","PE","0.5727438927782722731356"
"Vera","MT","0.572560217285156250000"
"CearaMirim","RN","0.572478657389039765640"
"Luis Eduardo Magalhaes","BA","0.572445916710753625805"
"Morada Nova de Minas","MG","0.57244196662058536106997"
"Nazare da Mata","PE","0.572319837051745296468"
"Ibipeba","BA","0.5723192475398163972526"
"Sao Joao dos Patos","MA","0.572311589577259056071"
"Muritiba","BA","0.57230677208166392141735"
"Janauba","MG","0.572271417489314087163"
"Claudio","MG","0.5722547043877326711616"
"Carpina","PE","0.5721125967237549035182"
"Astolfo Dutra","MG","0.57205393570051894946587"
"Piuma","ES","0.572024856723441050498"
"Baia Formosa","RN","0.5720230159940293237203"
"Nova Maringa","MT","0.5719619158820257050347"
"Estrela do Sul","MG","0.5719229848500393283398"
"Conceicao do Para","MG","0.5718819427925404705674"
"Cidade Ocidental","GO","0.5718766537438149499694"
"Conselheiro Pena","MG","0.5717748466410915978241"
"Peruibe","SP","0.57174837946946967186"
"Sao Joaquim da Barra","SP","0.5716921830611517239608"
"Altair","SP","0.57169038140541241327469"
"Colatina","ES","0.5716799945058333182850"
"Sao Jose da Varginha","MG","0.571620840837478109681"
"Angicos","RN","0.57156367306713538898210"
"Nantes","SP","0.5715580304143818192190"
"Sao Joao de Iracema","SP","0.571524152834332438499"
"Cajazeirinhas","PB","0.571502211092759337215"
"Pau dos Ferros","RN","0.57149588303841740688620"
"Anhanguera","GO","0.571468394520342572285"
"Pequi","MG","0.5714102012711404206097"
"Mata de Sao Joao","BA","0.571303483382836634368"
"Jussiape","BA","0.57129210457053334842297"
"Doverlandia","GO","0.5712565733976914283566"
"Serra Negra do Norte","RN","0.571229933239028749315"
"Vera Cruz","BA","0.5712188673201320184608"
"Arapora","MG","0.571208436107544219520"
"Serrolandia","BA","0.571155995826730882499"
"Centenario do Sul","PR","0.5711449226429049874656"
"Parnamirim","RN","0.571128334629076833175"
"Rio Preto","MG","0.5711010200916152441299"
"Conceicao do Tocantins","TO","0.571096427511731763198"
"Presidente Epitacio","SP","0.571091206983471465589"
"Nova Londrina","PR","0.5710562534130559287752"
"Caiaponia","GO","0.571036146879265280452"
"Buenos Aires","PE","0.5709841546761256725488"
"Miracatu","SP","0.57096358966818789075"
"Lajedo do Tabocal","BA","0.570962846248887732189"
"Monte Carmelo","MG","0.5708424088325034616870"
"Caiua","SP","0.570821868051965856455"
"Antas","BA","0.5708032115841620797023"
"Chacara","MG","0.5707779231938660850101"
"Itueta","MG","0.57076697844763218528911"
"Barreiras","BA","0.570751617130810659989"
"Abaete","MG","0.5707387097048680542927"
"Irupi","ES","0.57070208619624704929702"
"Agrestina","PE","0.570701001061930721069"
"Nova Ubirata","MT","0.570656103576852571331"
"Igarape","MG","0.570612863511467617310"
"Caieiras","SP","0.570593805581607413993"
"Brauna","SP","0.57056592287111367427"
"Jaborandi","SP","0.570546050924319706648"
"Itirapua","SP","0.5705309672851992198961"
"Sertaozinho","SP","0.5705300400590050250352"
"Tupaciguara","MG","0.57046720554247597078739"
"Boa Vista","PB","0.570407180875268457438"
"Viana","ES","0.570367784393717213157"
"Conceicao do Castelo","ES","0.5703558212463188013058"
"Santa Cecilia do Pavao","PR","0.5703297426307434498616"
"Adrianopolis","PR","0.570315566110242606990"
"Cristianopolis","GO","0.570304029576113925894"
"Itabuna","BA","0.570188791758219886330"
"Inhambupe","BA","0.570083832553502076297"
"Amapora","PR","0.5700038330186777196666"
"Tanquinho","BA","0.5700029263457072009637"
"Sandovalina","SP","0.5699959167621617451457"
"Jeceaba","MG","0.5699661970039743707213"
"Ribas do Rio Pardo","MS","0.569909574612000802358"
"Lucas do Rio Verde","MT","0.5698942812303830719073"
"Massape do Piaui","PI","0.56988714801977587091359"
"Sousa","PB","0.56987469725827302168058"
"Costa Rica","MS","0.5698702182658693216701"
"Martinho Campos","MG","0.5698459276197275219817"
"Pirapozinho","SP","0.569837947299548934349"
"Santo Antonio do Caiua","PR","0.569836215289694417528"
"Cravolandia","BA","0.5697914937879077427020"
"Bom Jesus de Goias","GO","0.569752778746617137341"
"Ubatuba","SP","0.56974267267061083415"
"Barueri","SP","0.5697353622159685348305"
"Pianco","PB","0.56973521844635312314564"
"Inocencia","MS","0.569731504070612099453"
"Barcelos","AM","0.5696952496185465455402"
"Linhares","ES","0.5695991505080503690251"
"Nilo Pecanha","BA","0.569588537736363491494"
"Presidente Castelo Branco","PR","0.56956721637096444764"
"Aramina","SP","0.569559033782219741022"
"Candeias","BA","0.569536019991918069092"
"Joao Ramalho","SP","0.5694999712388608160353"
"alvares Machado","SP","0.5694857697373653053104"
"Valente","BA","0.56943870913855573380865"
"Cotriguacu","MT","0.569427798116464821663"
"Sao Miguel do Gostoso","RN","0.569425920978677268946"
"Corumbatai do Sul","PR","0.569392683340878225430"
"Vargem Alta","ES","0.5693671246720916431209"
"Tiradentes","MG","0.569346876387371081214"
"Juquia","SP","0.569344792679674848867"
"Caldas Novas","GO","0.5692410281682641328908"
"agua Comprida","MG","0.5691325896827482905974"
"Querencia do Norte","PR","0.56912308899355321015833"
"Italva","RJ","0.569117111222325827720000"
"Barra do Turvo","SP","0.56910729955488414229"
"Santa Carmem","MT","0.56910521360964292229057"
"Carandai","MG","0.5690997145199973283093"
"Sete Barras","SP","0.56902326956197636698"
"Lagoa dos Gatos","PE","0.5688720937716343729387"
"Barbosa Ferraz","PR","0.568845396791139603048"
"Limeira do Oeste","MG","0.56881614588811251101"
"Perdigao","MG","0.5687916075806818038060"
"Mascote","BA","0.568780442662169267213"
"Bom Sucesso","PR","0.5687724703559105574854"
"Marcelino Vieira","RN","0.56870147145926425497726"
"Icem","SP","0.5686913639405921422746"
"Cicero Dantas","BA","0.5686761479595536777512"
"Palmas","TO","0.568633514441435491948"
"Sorriso","MT","0.5686311735332607866983"
"Santo Antonio do Aracangua","SP","0.568596771397005063885"
"America Dourada","BA","0.568579378174898674545"
"Espera Feliz","MG","0.5685594232147593952177"
"Navirai","MS","0.56854431790381824466"
"Porecatu","PR","0.5684498787187815133313"
"Orindiuva","SP","0.56842561141004816501"
"Sao Sebastiao do Passe","BA","0.568297880084205553475"
"Patos","PB","0.5682778278130617231903"
"Cariacica","ES","0.5682361197033707928001"
"Santo Antonio do Rio Abaixo","MG","0.5682108524551648523810"
"Ilhabela","SP","0.56819157717882119427"
"Pedra Grande","RN","0.5681912286121752884112"
"Fronteira","MG","0.5681789740960287893389"
"Lupercio","SP","0.56815982422409484488517"
"Conceicao da Feira","BA","0.5681546320266272189355"
"Faina","GO","0.568123173198305888384"
"Divinopolis","MG","0.5681148967027110628806"
"Registro","SP","0.568082086479841909075"
"Pojuca","BA","0.5680752576537269504817"
"Sandolandia","TO","0.56807156391269174946844"
"Amorinopolis","GO","0.5680553157807483679854"
"agua Nova","RN","0.56804398152949054929"
"Delta","MG","0.568014416035387587858901"
"Catalao","GO","0.567990347233205857749"
"Vitoria de Santo Antao","PE","0.567974946278578508518"
"Cosmopolis","SP","0.5679466897510674708723"
"Onda Verde","SP","0.56793188393107751493"
"Niteroi","RJ","0.567931044032965545335"
"Cruzeta","RN","0.5679121067758634613501"
"Corguinho","MS","0.567837892312260532784"
"Maravilhas","MG","0.56783714931143089598"
"Guzolandia","SP","0.56773713377185343486"
"Gentio do Ouro","BA","0.5677355679302135202553"
"Fenix","PR","0.56770669376407964610221"
"Guaicara","SP","0.5676898334285726567992"
"Chapadao do Sul","MS","0.567629331234046145213"
"Campo Belo","MG","0.5676278027897751116630"
"Alvinlandia","SP","0.5676184411691381645867"
"Caturama","BA","0.56761803537904198264913"
"Itatiaiucu","MG","0.567580336655231069941"
"Perdizes","MG","0.5675801322030286833360"
"Joviania","GO","0.56757765722967978107632"
"Tibau do Sul","RN","0.567465575450420308140"
"Acaiaca","MG","0.567425821553936082717"
"Rosario do Catete","SE","0.5674137506470853597239"
"Ervalia","MG","0.5673983981451989479328"
"Guarinos","GO","0.5673363639342078805955"
"Itauna","MG","0.5672985376020818870145"
"Entre Rios","BA","0.567289819372498874591"
"Rio Formoso","PE","0.567284404161163110564"
"Rosana","SP","0.567267926468731588250"
"Ipanguacu","RN","0.5672507432838236788217"
"Bayeux","PB","0.567227598293199062416"
"Itaguacu da Bahia","BA","0.5671997561954063282657"
"Formoso do Araguaia","TO","0.5671854142116746292186"
"Taua","CE","0.5671200921891116178743"
"Aparecida do Taboado","MS","0.5670639648630223905599"
"Nova Independencia","SP","0.56705641762998154534328"
"Pontes e Lacerda","MT","0.567021098664372901871"
"Panama","GO","0.5670127467531659483758"
"Sumare","SP","0.5670076746138747237487"
"Mirandopolis","SP","0.5669819476484418957721"
"Nova Andradina","MS","0.5669622741076256208595"
"Bacuri","MA","0.5669372006235960327729"
"Garanhuns","PE","0.566922381597698353873"
"Terenos","MS","0.56692237322428034223"
"Santa Rita do Itueto","MG","0.5668884431910223109403"
"Alta Floresta D'Oeste","RO","0.566859037803846471509"
"Alta Floresta","MT","0.566850139002941684393"
"Chapadao do Ceu","GO","0.566841712203017564321"
"Vila Bela da Santissima Trindade","MT","0.566754413014549008564"
"Itapaci","GO","0.566723975194717131033"
"Sao Goncalo dos Campos","BA","0.5666746389218479630574"
"Senhora do Porto","MG","0.5666626517077732191027"
"Guaraci","SP","0.5666519171976008775036"
"Sao Jose da Lagoa Tapada","PB","0.566597917647534231866"
"Lencois","BA","0.5665566290345040306862"
"Vila Rica","MT","0.566504772866426890013"
"Sao Jose de Piranhas","PB","0.56649536785521969136077"
"Santa Rita do Pardo","MS","0.566462048871286257690"
"Alagoa Grande","PB","0.56646070593065969774620"
"Coxixola","PB","0.566442919936903662669"
"Cachoeira de Goias","GO","0.5664426742315826800564"
"Corrego Danta","MG","0.5664027118334550766948"
"Cabo de Santo Agostinho","PE","0.5664006934153712263831"
"Sao Jose da Bela Vista","SP","0.56638899223184257425594"
"Unai","MG","0.5663834679393555412070"
"Catole do Rocha","PB","0.5663568235428780858705"
"Aruana","GO","0.5662868631151110465958"
"Carneirinho","MG","0.5662554175157695797759"
"Cabedelo","PB","0.566254321422794858669"
"Iguatemi","MS","0.566218938355382675711"
"Castilho","SP","0.566196598381275574579"
"Sinop","MT","0.5661388555858410855828"
"Confins","MG","0.5661148225276505159920"
"Sao Jose do Brejo do Cruz","PB","0.56603146745947915905"
"Paranatinga","MT","0.566000957046683067021"
"Sao Tome das Letras","MG","0.565972007763481025661"
"Alto Rio Doce","MG","0.565945810339010827920992"
"Sao Felix do Coribe","BA","0.5658947231011236726033"
"Aripuana","MT","0.565856980354636178311"
"Malta","PB","0.56580714467284614405550"
"Engenheiro Coelho","SP","0.5657717841569708592867"
"Conceicao de Ipanema","MG","0.5657551840523319766708"
"Divino de Sao Lourenco","ES","0.565740170962533453619"
"Iaras","SP","0.5657159200188279008222"
"Arenopolis","GO","0.56570728418157290611"
"Formosa","GO","0.565676394934937491603"
"Passos","MG","0.5656515767183324558237"
"Dobrada","SP","0.5656482296988190093210"
"Nova Europa","SP","0.5656257893718811321928"
"Montividiu","GO","0.565605910175688805747"
"Campo do Meio","MG","0.5655835087589802689464"
