"mun_name","uf","concentracao_maxima"
"Comodoro","MT","0.53185656321965127755"
"Ubatuba","SP","0.53179681870489669933"
"Araguari","MG","0.53178901263072117343"
"Ibitirama","ES","0.53172268907563025210"
"Florinea","SP","0.53155024668917164373"
"Alfredo Vasconcelos","MG","0.53152503246284807387"
"Cha Grande","PE","0.53149031441643142217"
"Sao Jose do Serido","RN","0.53137340939008336990"
"Toritama","PE","0.53137078542431387802"
"Barra do Garcas","MT","0.53128160670423349227"
"Quissama","RJ","0.53123744027151341937"
"Nova Santa Barbara","PR","0.53107074569789674952"
"Emas","PB","0.53105280637661906343"
"Rio Preto","MG","0.53102509239447578292"
"Laje","BA","0.53101843055291658750"
"Guaracai","SP","0.53097701921784706357"
"Alto Parana","PR","0.53080739089797972536"
"Porto dos Gauchos","MT","0.53066332916145181477"
"Moema","MG","0.53060413354531001590"
"Amelia Rodrigues","BA","0.53057419835943325876"
"Bonito","PE","0.53050114746224048674"
"Anahy","PR","0.53050034270047978067"
"Frutal","MG","0.53033044309414897249"
"Registro","SP","0.53030176656046174120"
"Tabuleiro","MG","0.53014449427005480817"
"Sao Francisco","PB","0.53012432260121134842"
"Nova Santa Helena","MT","0.53007784854918612880"
"Conceicao do Tocantins","TO","0.52997170054026241317"
"Sao Goncalo do Amarante","RN","0.52996426043267321604"
"Iguatemi","MS","0.52991019698725376593"
"Coronel Joao Pessoa","RN","0.52985603021005428369"
"Entre Folhas","MG","0.52983201390229774088"
"Cosmopolis","SP","0.52972077693942080873"
"Fazenda Nova","GO","0.52969201973796154501"
"Bataguassu","MS","0.52941687291042507924"
"Alagoinha do Piaui","PI","0.52925648922129344479"
"Juiz de Fora","MG","0.52925348955906175798"
"Belford Roxo","RJ","0.52922144458451583255"
"Santana de Cataguases","MG","0.52909143020922900545"
"Vila Valerio","ES","0.52906468531468531469"
"Rancho Alegre D'Oeste","PR","0.52902979373567608862"
"Sao Domingos do Norte","ES","0.52893235533822330888"
"Ingazeira","PE","0.52885624344176285414"
"Pompeu","MG","0.52881115727767578188"
"Inhumas","GO","0.52877174162899394682"
"Espera Feliz","MG","0.52871131026470832296"
"Apiacas","MT","0.52863795110593713620"
"Juru","PB","0.52858999350227420403"
"Canitar","SP","0.52856915486232691389"
"Mineiros","GO","0.52844565574121373839"
"Sitio Novo","RN","0.52836269875376020627"
"Gurinhata","MG","0.52812018489984591680"
"Corrego do Ouro","GO","0.52811735941320293399"
"Caiana","MG","0.52809200603318250377"
"Canas","SP","0.52808760900425877104"
"Iguatu","PR","0.52798507462686567164"
"Boqueirao","PB","0.52795772246846232526"
"Ouricangas","BA","0.52786417833074131674"
"Nova Olimpia","PR","0.52785873478484484828"
"Restinga","SP","0.52779512804497189257"
"Varjao","GO","0.52771797631862217438"
"Sao Joao do Rio do Peixe","PB","0.52766644399910932977"
"Nova Europa","SP","0.52765546128235420470"
"Brumado","BA","0.52762728690965820451"
"Varzea","RN","0.52761322377221479075"
"Caldas Brandao","PB","0.52755084303841474014"
"Primavera do Leste","MT","0.52754092969722594132"
"Cacoal","RO","0.52753576484399277222"
"Garanhuns","PE","0.52749357921771714875"
"Anicuns","GO","0.52737393936118467276"
"Goias","GO","0.52731502638029163724"
"Cataguases","MG","0.52729358144308114879"
"Ibitita","BA","0.52713772172785667983"
"Caiaponia","GO","0.52709986071579967298"
"Tocantinia","TO","0.52701434508647271752"
"Joao Dias","RN","0.52697495183044315992"
"Barra Longa","MG","0.52682668549241087187"
"Verissimo","MG","0.52682497801231310466"
"Mairinque","SP","0.52663561676694584924"
"Sao Vicente","RN","0.52662440570522979398"
"Caturai","GO","0.52662037037037037037"
"Brasilandia","MS","0.52655669746955695656"
"Campina Grande","PB","0.52648558940719492392"
"Itaju do Colonia","BA","0.52642040748716249793"
"Deodapolis","MS","0.52638512771719241748"
"Nova Venecia","ES","0.52636298787322938959"
"Sao Sebastiao do Passe","BA","0.52627081400459006787"
"Ubarana","SP","0.52618825722273998136"
"Ouvidor","GO","0.52611111111111111111"
"Sao Jose da Lagoa Tapada","PB","0.52610159977547010946"
"Andradina","SP","0.52606928391014167907"
"Amargosa","BA","0.52605350346376057611"
"Ibiraci","MG","0.52603215199123127512"
"Piquerobi","SP","0.52573529411764705882"
"Pacaraima","RR","0.52561512561512561513"
"Pinhao","PR","0.52559726962457337884"
"Rio Novo","MG","0.52559286217421930031"
"Santa Cruz do Capibaribe","PE","0.52552567834388421845"
"Bonito","MS","0.52542372881355932203"
"Sumare","SP","0.52539662666118156290"
"Oratorios","MG","0.52532031726662599146"
"Uruana","GO","0.52531138466020831816"
"Quintana","SP","0.52529127593066211992"
"Cajazeiras","PB","0.52497667578551210487"
"Vilhena","RO","0.52473077886301026797"
"Maravilhas","MG","0.52461475521614618846"
"Itacare","BA","0.52454519203003176437"
"Jucurutu","RN","0.52447591749564435452"
"Maraba Paulista","SP","0.52438224360376120709"
"Rio do Antonio","BA","0.52418986764034687357"
"Pequi","MG","0.52418772563176895307"
"Francisco Dantas","RN","0.52407407407407407407"
"Pocrane","MG","0.52407185628742514970"
"Novo Horizonte do Sul","MS","0.52404151662783308621"
"Nova Aurora","GO","0.52403617325083293670"
"Santa Rita do Itueto","MG","0.52403020940611053896"
"Barcelos","AM","0.52394605500690241053"
"Rubiataba","GO","0.52385284010511421063"
"Hidrolina","GO","0.52383638928067700987"
"Peruibe","SP","0.52378862359550561798"
"Santa Mercedes","SP","0.52368064952638700947"
"Caputira","MG","0.52361235452103849597"
"Alta Floresta","MT","0.52348455120877621006"
"Sao Domingos do Prata","MG","0.52345906163753449862"
"Potiretama","CE","0.52343488449949782390"
"Ilha Solteira","SP","0.52338643391130768328"
"Rio Espera","MG","0.52330079204273346841"
"Comendador Gomes","MG","0.52326000721240533718"
"Pimenteiras do Oeste","RO","0.52319109461966604824"
"Aracitaba","MG","0.52318204001952171791"
"PariqueraAcu","SP","0.52316331305568554048"
"Barueri","SP","0.52310623655098539212"
"Lima Duarte","MG","0.52296614598455374252"
"Ipiranga do Norte","MT","0.52284069097888675624"
"Bambui","MG","0.52280642147286163255"
"Guaraci","SP","0.52270531400966183575"
"Sanclerlandia","GO","0.52260671886840111139"
"Catole do Rocha","PB","0.52258569518280551841"
"Jaborandi","SP","0.52258479344156887960"
"Jardim","MS","0.52258037613110379050"
"Malta","PB","0.52249421104862719153"
"Uniflor","PR","0.52247191011235955056"
"Pitangueiras","SP","0.52245055532458276415"
"Ibiracu","ES","0.52239187921180585174"
"Uberaba","MG","0.52238364176701121254"
"Doverlandia","GO","0.52228292121909143186"
"Vista Alegre do Alto","SP","0.52225921815266987298"
"Sao Domingos do Cariri","PB","0.52224371373307543520"
"Piedade de Ponte Nova","MG","0.52213279678068410463"
"Novo Triunfo","BA","0.52185741088180112570"
"Congonhas","MG","0.52185668368311590093"
"Santa Rita do Pardo","MS","0.52184431478582609933"
"Cupira","PE","0.52181307934348158857"
"Bodo","RN","0.52168256721595836947"
"Barcelona","RN","0.52157551430005017561"
"Jardim de Angicos","RN","0.52154288059089043906"
"Italva","RJ","0.52121082924749520358"
"Casinhas","PE","0.52116912161641088918"
"Quata","SP","0.52115779077717845476"
"Praia Grande","SP","0.52101104490834012031"
"Itapuranga","GO","0.52077509286562248688"
"Divisa Nova","MG","0.52076568108015723808"
"Patrocinio Paulista","SP","0.52074145534729878721"
"Abre Campo","MG","0.52071515760752495153"
"Itau","RN","0.52067669172932330827"
"Cardoso","SP","0.52066989863375936536"
"Cabaceiras do Paraguacu","BA","0.52056283592004348089"
"Anhanguera","GO","0.52056277056277056277"
"Itaborai","RJ","0.52048228227960422175"
"agua Limpa","GO","0.52045209903121636168"
"Encanto","RN","0.52044547872340425532"
"Vera Cruz","BA","0.52044487291024947683"
"Rio Tinto","PB","0.52044261828241324600"
"Descoberto","MG","0.52029220779220779221"
"Aracas","BA","0.52029073288915808601"
"Silvania","GO","0.52025174196448640144"
"Clementina","SP","0.52019478659409911200"
"Sandovalina","SP","0.52016460905349794239"
"Guarapari","ES","0.52015947888589398023"
"Pains","MG","0.52014247113731269958"
"Avai","SP","0.51996430961409770243"
"Rio do Pires","BA","0.51995808326188434791"
"Campina Verde","MG","0.51990450280384209650"
"Ipatinga","MG","0.51985895640031440603"
"Pau dos Ferros","RN","0.51960366153745201614"
"Ressaquinha","MG","0.51956904133685136324"
"Anapolis","GO","0.51956406740057512617"
"Sao Sebastiao da Amoreira","PR","0.51953367233039811485"
"Arapora","MG","0.51951881118056374572"
"Raul Soares","MG","0.51940400461085258080"
"Serra Branca","PB","0.51939180255619215513"
"Carmo do Cajuru","MG","0.51935772392350611184"
"Santo Inacio","PR","0.51917165507199482284"
"Motuca","SP","0.51908775409023301934"
"Panorama","SP","0.51904570970328789094"
"Aramari","BA","0.51896674463541136988"
"Santo Antonio de Goias","GO","0.51895477931221229353"
"Timbo Grande","SC","0.51893217107055298284"
"Tarrafas","CE","0.51892681631026696772"
"Cachoeirinha","PE","0.51887029498969797477"
"Bom Jesus de Goias","GO","0.51886634944486184156"
"Uniao do Sul","MT","0.51875977071391349661"
"Sao Jose da Varginha","MG","0.51873897707231040564"
"Paranacity","PR","0.51867740922883750131"
"Cavalcante","GO","0.51862673484295105917"
"Sao Joao del Rei","MG","0.51841507342754225547"
"Iguaracu","PR","0.51835893593106032222"
"Lagoa Santa","MG","0.51833122629582806574"
"Osasco","SP","0.51828606328445063580"
"Rio Bonito do Iguacu","PR","0.51827123268002010195"
"Cachoeira","BA","0.51825641025641025641"
"Bela Vista de Minas","MG","0.51804858857086652897"
"Davinopolis","GO","0.51787592008412197687"
"Avanhandava","SP","0.51771286513362336855"
"Nova Guarita","MT","0.51764705882352941176"
"Santa Terezinha","MT","0.51750921537651395471"
"Fervedouro","MG","0.51747247486835806606"
"Gaviao Peixoto","SP","0.51743938749468311357"
"Itanhaem","SP","0.51742593975603684342"
"Vargem Alta","ES","0.51740530593467259623"
"Ouro Verde do Oeste","PR","0.51731761238025055269"
"Navirai","MS","0.51721267614007967180"
"Bonfim","MG","0.51708366962604250740"
"Aluminio","SP","0.51696433732154210739"
"Alto Araguaia","MT","0.51695457453614843250"
"Bacuri","MA","0.51694290976058931860"
"Ribeira","SP","0.51692209450830140485"
"Patos de Minas","MG","0.51688385091217383113"
"Taua","CE","0.51684714260048671338"
"Livramento de Nossa Senhora","BA","0.51679839646493405918"
"Bananal","SP","0.51650115357608586619"
"Alvinlandia","SP","0.51646447140381282496"
"Cidade Gaucha","PR","0.51635126885846341676"
"Cumaru do Norte","PA","0.51624394414363066401"
"Santo Antonio do Leste","MT","0.51622346913881434496"
"Salmourao","SP","0.51622296173044925125"
"Igarapava","SP","0.51617579734472760568"
"Caetite","BA","0.51611166653849111743"
"Quirinopolis","GO","0.51606910644621958016"
"Benjamin Constant","AM","0.51604334891627709307"
"Paraiso do Norte","PR","0.51596828992072480181"
"Guaicara","SP","0.51579322003736987276"
"Santa Ines","BA","0.51572815533980582524"
"Ipua","SP","0.51570499515704995157"
"Patrocinio","MG","0.51564135105648698595"
"Pirapozinho","SP","0.51554363263373836200"
"Itirapua","SP","0.51548710849627963315"
"Sertaozinho","SP","0.51545075539653392389"
"Diogo de Vasconcelos","MG","0.51535643843336151028"
"Vertente do Lerio","PE","0.51534797565493516803"
"Rio Doce","MG","0.51529790660225442834"
"Sao Sebastiao do Alto","RJ","0.51522580645161290323"
"Sao Bentinho","PB","0.51513750866651259533"
"Rio Pomba","MG","0.51510634638536948919"
"Sao Pedro do Iguacu","PR","0.51486860304287690180"
"Irai de Minas","MG","0.51476323119777158774"
"Queimada Nova","PI","0.51476310368505378805"
"Tangara da Serra","MT","0.51462878403517672924"
"Aruja","SP","0.51457117146219340548"
"Marizopolis","PB","0.51439224459358687547"
"Cachoeiras de Macacu","RJ","0.51423353177739142651"
"Paicandu","PR","0.51422914581610895958"
"Guaraita","GO","0.51416819012797074954"
"Portelandia","GO","0.51402439024390243902"
"Riacho de Santana","BA","0.51401777864608772101"
"Sao Joao de Meriti","RJ","0.51396945768569627315"
"Lucas do Rio Verde","MT","0.51384281247762476431"
"Santa Rita do Araguaia","GO","0.51384199864956110736"
"Joao Ramalho","SP","0.51384122626401281171"
"Sao Joao Nepomuceno","MG","0.51367103461764130647"
"Afogados da Ingazeira","PE","0.51365522725578390199"
"Xambre","PR","0.51362538806484994826"
"Aloandia","GO","0.51343132285859097821"
"Fernando de Noronha","PE","0.51341964003789074834"
"Vicentina","MS","0.51341540404040404040"
"Julio Mesquita","SP","0.51339915373765867419"
"Tapurah","MT","0.51308281141266527488"
"Sao Gabriel da Palha","ES","0.51296043656207366985"
"Goioxim","PR","0.51294547669814194334"
"Nova Andradina","MS","0.51288017626588143237"
"Olinda","PE","0.51286088188904382015"
"Damolandia","GO","0.51284875183553597651"
"Candoi","PR","0.51278968810525612770"
"Capitao Andrade","MG","0.51275899672846237732"
"Caldas Novas","GO","0.51270507594654336761"
"Maripa de Minas","MG","0.51254797756126365515"
"Abaira","BA","0.51253252979043966580"
"Santa Isabel","GO","0.51243640474844544941"
"Claudio","MG","0.51228489008256241918"
"Jeceaba","MG","0.51218331450701952558"
"Sao Bras do Suacui","MG","0.51215843569816996741"
"Carnaubal","CE","0.51214410226612434631"
"Sud Mennucci","SP","0.51189666893269884432"
"Guaraci","PR","0.51179443976411120472"
"Orindiuva","SP","0.51178618857901726428"
"Santa Cecilia do Pavao","PR","0.51173848439821693908"
"Ouro Preto","MG","0.51163443418291656086"
"Santo Antonio de Jesus","BA","0.51161030517684731454"
"Ilhabela","SP","0.51156466479647334975"
"Lagoa dos Gatos","PE","0.51129582267689684569"
"Jacupiranga","SP","0.51121326955333291918"
"Campo do Meio","MG","0.51120682077876417333"
"Vianopolis","GO","0.51116608718908799144"
"Matipo","MG","0.51110392410521776628"
"Sao Joao da Varjota","PI","0.51106548026465890942"
"Ibirajuba","PE","0.51092436974789915966"
"Boa Vista","PB","0.51089854163399717736"
"Juara","MT","0.51082908382513035008"
"Montividiu","GO","0.51082181934350291510"
"Sinop","MT","0.51080423000122254371"
"Japaraiba","MG","0.51065246338215712383"
"Juina","MT","0.51060629183108417450"
"Mariana","MG","0.51048267548503754867"
"Mar de Espanha","MG","0.51041584781070670545"
"Firminopolis","GO","0.51041366733851617238"
"Lagamar","MG","0.51033026692806514854"
"Mossamedes","GO","0.51031370863773098410"
"Sao Jose da Bela Vista","SP","0.51022816679779701023"
"Itaguaje","PR","0.51015398348582905601"
"Alto Taquari","MT","0.50981291269258987528"
"Dom Basilio","BA","0.50942443621676203299"
"Papagaios","MG","0.50941091954022988506"
"Piracema","MG","0.50910447761194029851"
"Carneirinho","MG","0.50880917002759499045"
"Itauna","MG","0.50875917640192896415"
"Santo Amaro","BA","0.50874812540169963579"
"Novo Brasil","GO","0.50864757584349305359"
"Marcelino Vieira","RN","0.50861195542046605876"
"Morro Agudo de Goias","GO","0.50855048859934853420"
"Santo Antonio de Padua","RJ","0.50852994555353901996"
"Tabira","PE","0.50850764061991980059"
"Guaraquecaba","PR","0.50847913862718707941"
"Saubara","BA","0.50839307571253715685"
"Luis Gomes","RN","0.50837927232635060639"
"Alvinopolis","MG","0.50820107576864333621"
"Sao Patricio","GO","0.50816612225851609893"
"Anchieta","ES","0.50800426894343649947"
"Carmo da Mata","MG","0.50785007713948634177"
"Taboleiro Grande","RN","0.50769888793840889649"
"Santo Antonio do Ica","AM","0.50753252277480415441"
"Altamira do Parana","PR","0.50752089136490250696"
"Santa Luzia","PB","0.50752055618691088977"
"Pedrinopolis","MG","0.50747607655502392344"
"Sousa","PB","0.50744138330929689707"
"Tiradentes","MG","0.50736053719008264463"
"Rio Negro","MS","0.50733319562073951663"
"Antonio Prado de Minas","MG","0.50715214564369310793"
"Apodi","RN","0.50713434738037846674"
"agua Nova","RN","0.50712830957230142566"
"Ribeirao Bonito","SP","0.50696150696150696151"
"Iuna","ES","0.50668065757257782441"
"Icem","SP","0.50658652001534723110"
"Monte Carmelo","MG","0.50658391344460286841"
"Ramilandia","PR","0.50651504382847666430"
"Santa Vitoria","MG","0.50646068755066037286"
"Conquista D'Oeste","MT","0.50638297872340425532"
"Padre Marcos","PI","0.50626762770291444688"
"Joao Pessoa","PB","0.50622113073967661632"
"Condado","PB","0.50612308169276081228"
"Ceres","GO","0.50603284042456681484"
"Chapadao do Ceu","GO","0.50598290598290598291"
"Barra do Turvo","SP","0.50596276905177428738"
"Jatai","GO","0.50583094515222881140"
"Jaraguari","MS","0.50581313909511136013"
"Sao Jose do Sabugi","PB","0.50579990333494441759"
"Sao Bento","PB","0.50563052582596556538"
"Conceicao do Castelo","ES","0.50557091396498282651"
"Trabiju","SP","0.50535077288941736029"
"Caranaiba","MG","0.50528469144220934197"
"Cotia","SP","0.50527489586863596112"
"Bom Despacho","MG","0.50522836654618551520"
"Guzolandia","SP","0.50518134715025906736"
"Cachoeira Alta","GO","0.50516807087640059064"
"Doutor Severiano","RN","0.50511073253833049404"
"Calmon","SC","0.50508277664827185594"
"Bandeirantes","MS","0.50503778337531486146"
"Alegre","ES","0.50495253110326627138"
"Santa Cruz Cabralia","BA","0.50495117354805550797"
"Nova America","GO","0.50492083868207103124"
"Paulistana","PI","0.50491569698408928995"
"Itapirapua Paulista","SP","0.50487691593125870878"
"Ibertioga","MG","0.50480954213158907272"
"Tres Ranchos","GO","0.50462170489558370421"
"Sao Luis de Montes Belos","GO","0.50457875457875457875"
"Narandiba","SP","0.50446350428846490460"
"Presidente Kennedy","ES","0.50445385514018691589"
"Itauba","MT","0.50438247011952191235"
"Indianopolis","MG","0.50429427969534921407"
"Iguape","SP","0.50424179975957410270"
"Santa Teresinha","PB","0.50408905043162199000"
"Luisburgo","MG","0.50402530189764232317"
"Queimados","RJ","0.50401001971207560328"
"Goioere","PR","0.50385061715370819707"
"Espigao D'Oeste","RO","0.50373971578160059835"
"Maua","SP","0.50365919844307740860"
"Nova Laranjeiras","PR","0.50347854894815305615"
"Piracanjuba","GO","0.50343608085841739340"
"Santa Carmem","MT","0.50334946036471901749"
"Tenente Laurentino Cruz","RN","0.50331013410286878289"
"Paraiso das aguas","MS","0.50326678765880217786"
"Biquinhas","MG","0.50314729332773814520"
"Presidente Castelo Branco","PR","0.50299815498154981550"
"Arcoiris","SP","0.50293542074363992172"
"Cabaceiras","PB","0.50290534208059981256"
"Conceicao da Feira","BA","0.50274038461538461538"
"Nazarezinho","PB","0.50270720533111203665"
"Bom Jardim de Goias","GO","0.50242780475338614873"
"Irapuru","SP","0.50232886379675370501"
"Contagem","MG","0.50232285889335754017"
"Igaratinga","MG","0.50212373037857802401"
"Reduto","MG","0.50203873598369011213"
"Santa Juliana","MG","0.50203381212660480488"
"Itapevi","SP","0.50183601165749019574"
"Araxa","MG","0.50181303775595168814"
"Quarto Centenario","PR","0.50178528921685313021"
"Cajamar","SP","0.50173159706113994109"
"Sao Caitano","PE","0.50169692398857943220"
"Bras Pires","MG","0.50164319248826291080"
"Monte Alegre de Minas","MG","0.50163609320773425880"
"Palmelo","GO","0.50154935812306330235"
"Rio Brilhante","MS","0.50136964442435041621"
"Timoteo","MG","0.50126870885889751039"
"Ituiutaba","MG","0.50103211794515589383"
"Areal","RJ","0.50101454176530267163"
"Oliveira","MG","0.50068768784066018033"
"Claudia","MT","0.50067757740018763682"
"Umarizal","RN","0.50059535622147251439"
"Nova Palmeira","PB","0.50058699225170227753"
"Muriae","MG","0.50057632458600683905"
"Rio Paranaiba","MG","0.50055050922102945224"
"Sao Manoel do Parana","PR","0.50046772684752104771"
"Mirador","PR","0.50044682752457551385"
"Arapei","SP","0.50042918454935622318"
"Dormentes","PE","0.50023272050267628578"
"Sorriso","MT","0.50019433271568671758"
"Lagoa Formosa","MG","0.50005289885738468049"
"Sao Felix","BA","0.50000000000000000000"
"Janiopolis","PR","0.50000000000000000000"
"Silva Jardim","RJ","0.49995316597976770326"
"Coimbra","MG","0.49992974567935928060"
"Carangola","MG","0.49987195902688860435"
"Ipiranga de Goias","GO","0.49982870846180198698"
"Sao Gotardo","MG","0.49951112197506722073"
"Sao Pedro do Parana","PR","0.49943630214205186020"
"Americo Brasiliense","SP","0.49940943093370483661"
"Frutuoso Gomes","RN","0.49927219796215429403"
"Sarandi","PR","0.49926132286522308049"
"Mariluz","PR","0.49923834670458007515"
"Foz do Jordao","PR","0.49918798213560698335"
"Sao Francisco do Conde","BA","0.49910928665479048873"
"Sao Jose do Mantimento","MG","0.49909189974573192880"
"Ijaci","MG","0.49892903041553619877"
"Antonio Martins","RN","0.49885966246008818610"
"Luis Antonio","SP","0.49881777415409702405"
"Urutai","GO","0.49873346467773712356"
"Afonso Claudio","ES","0.49863120844739929605"
"Itaruma","GO","0.49860678577282412719"
"Santo Antonio do Amparo","MG","0.49858258605727509401"
"Tapejara","PR","0.49851912533871069381"
"Jundiai do Sul","PR","0.49834983498349834983"
"Goiatuba","GO","0.49820547330641543293"
"Tupaciguara","MG","0.49815469179426776600"
"agua Comprida","MG","0.49810246679316888046"
"Severinia","SP","0.49807903402854006586"
"Guaira","PR","0.49795931083901922298"
"Nova Veneza","GO","0.49783778082480750976"
"Centralina","MG","0.49769765846967767219"
"Dourados","MS","0.49768045790924817251"
"Lauro de Freitas","BA","0.49764177621710413070"
"Canapolis","MG","0.49754901960784313725"
"Cumaru","PE","0.49748743718592964824"
"Maracaju","MS","0.49745821031367238662"
"Duque de Caxias","RJ","0.49740831344249475043"
"Governador Mangabeira","BA","0.49735501091967968940"
"Perdoes","MG","0.49714739992517770296"
"Laranjal","PR","0.49714285714285714286"
"Boa Esperanca","MG","0.49713912868901826942"
"Pedra do Anta","MG","0.49713077620054364240"
"Ipora","GO","0.49708552852819190674"
"Rianapolis","GO","0.49698492462311557789"
"Ipameri","GO","0.49686863942382965398"
"Autazes","AM","0.49682417476662496391"
"Itutinga","MG","0.49679867204173583116"
"Pedrao","BA","0.49671210906174819567"
"Pirapetinga","MG","0.49670488399386115374"
"Nioaque","MS","0.49667170953101361573"
"Alto Boa Vista","MT","0.49658792650918635171"
"Loanda","PR","0.49649085037674919268"
"Mage","RJ","0.49642962034305452665"
"Oiapoque","AP","0.49636125463940033476"
"Santo Antonio do Caiua","PR","0.49618933012434817489"
"Merces","MG","0.49609563289308782416"
"Aparecida do Rio Doce","GO","0.49604403164774681803"
"Itaguai","RJ","0.49597316010646947561"
"Caiabu","SP","0.49595905172413793103"
"Lavras","MG","0.49593837401323011426"
"Iapu","MG","0.49592684954280964256"
"Governador DixSept Rosado","RN","0.49589545987602613503"
"Conceicao de Ipanema","MG","0.49580403719664322976"
"Sao Mamede","PB","0.49571619812583668005"
"Gloria de Dourados","MS","0.49569130601302183072"
"Santa Cruz","RN","0.49564494948141398440"
"Guidoval","MG","0.49558266722759781237"
"Guapiara","SP","0.49551871595102805928"
"Perdigao","MG","0.49551679165308118683"
"Candeal","BA","0.49549665465774575399"
"Saire","PE","0.49545329291815927253"
"Onca de Pitangui","MG","0.49545301448299090603"
"Itabirito","MG","0.49517473999812611262"
"Irupi","ES","0.49511305616338439096"
"Itanhanga","MT","0.49502586549940310386"
"Sidrolandia","MS","0.49497007513052336687"
"Guacui","ES","0.49485659786088970638"
"Tanquinho","BA","0.49475184657250226772"
"Honorio Serpa","PR","0.49463671321594818863"
"Mamonas","MG","0.49458062364515591129"
"Fenix","PR","0.49421193232413178985"
"VarreSai","RJ","0.49407269520917017733"
"Santo Expedito","SP","0.49400000000000000000"
"Cubatao","SP","0.49390981187097691952"
"Lagoa Real","BA","0.49386742289968096420"
"Sao Miguel do Passa Quatro","GO","0.49372759856630824373"
"Taparuba","MG","0.49365219958665485681"
"Sao Francisco do Oeste","RN","0.49363133862052391252"
"Itaucu","GO","0.49353671147880041365"
"Salgado de Sao Felix","PB","0.49343763581051716645"
"Rio Piracicaba","MG","0.49340441528261909644"
"Ervalia","MG","0.49335966428042458652"
"Rio Manso","MG","0.49335488505747126437"
"Santa Cruz de Monte Castelo","PR","0.49332404504818297922"
"Surubim","PE","0.49324703680598877105"
"Cana Verde","MG","0.49317147192716236722"
"Sao Sebastiao do Oeste","MG","0.49313669880884855360"
"Rodelas","BA","0.49311214590609235545"
"Engenheiro Coelho","SP","0.49310027598896044158"
"Carandai","MG","0.49294473374769024022"
"Carmopolis de Minas","MG","0.49291784702549575071"
"Panama","GO","0.49287169042769857434"
"Antonio Carlos","MG","0.49283461018476791347"
"Conceicao do Rio Verde","MG","0.49278366956383063552"
"Pracinha","SP","0.49262994569433669511"
"Cordeiro","RJ","0.49242169080498484338"
"Seropedica","RJ","0.49239416348205866296"
"Jussiape","BA","0.49234313592627727334"
"Santana da Vargem","MG","0.49230309370796592438"
"Ipupiara","BA","0.49229994967287367891"
"Irara","BA","0.49203009663730699283"
"Poa","SP","0.49200597503975328868"
"Pitangui","MG","0.49192430204234588720"
"Casa Grande","MG","0.49186991869918699187"
"Ibatiba","ES","0.49172576832151300236"
"Itapemirim","ES","0.49169009841333601125"
"Coronel Domingos Soares","PR","0.49159143211187820853"
"Mesquita","RJ","0.49150047568615484033"
"Marataizes","ES","0.49137828233442247609"
"Presidente Olegario","MG","0.49123367972288835598"
"Sao Pedro dos Ferros","MG","0.49120848451018699414"
"Jaguaracu","MG","0.49094437257438551100"
"Itaquaquecetuba","SP","0.49090785999593798660"
"Cardoso Moreira","RJ","0.49089365642846118228"
"Nossa Senhora das Gracas","PR","0.49086944671572635596"
"Governador Lindenberg","ES","0.49078027068761922064"
"Salvador","BA","0.49072539850219921760"
"Bom Jesus do Itabapoana","RJ","0.49066044977681744520"
"Pontal","SP","0.49065333581514079826"
"Entre Rios de Minas","MG","0.49057371490573714906"
"Bom Jesus do Norte","ES","0.49054027696508679540"
"Cacu","GO","0.49048932771889066357"
"Joviania","GO","0.49043162452856544210"
"Sao Francisco de Paula","MG","0.49038306125747535154"
"Patos","PB","0.49033102311830562691"
"Guimarania","MG","0.49032790752535975466"
"Herculandia","SP","0.49030136986301369863"
"Goiandira","GO","0.49024733561230645486"
"Balbinos","SP","0.49009518909184461024"
"Itaverava","MG","0.49007444168734491315"
"Mairipotaba","GO","0.49004295197188598204"
"Francisco Morato","SP","0.48999933389447677411"
"Perdizes","MG","0.48982566614191592327"
"Aparecida do Taboado","MS","0.48962925489629254896"
"Riacho das Almas","PE","0.48960705460535878676"
"Itaguacu","ES","0.48951357715799543749"
"Costa Rica","MS","0.48949571763259976188"
"Adrianopolis","PR","0.48945012787723785166"
"Ipueira","RN","0.48943488943488943489"
"Alto Paraiso de Goias","GO","0.48922957500485154279"
"Corrego Danta","MG","0.48918918918918918919"
"Carmo","RJ","0.48918478892894522619"
"Barbosa","SP","0.48918439716312056738"
"Equador","RN","0.48917910447761194030"
"Vista Serrana","PB","0.48915133205163416644"
"Monte Mor","SP","0.48909715134081840958"
"Volta Redonda","RJ","0.48902941165225968505"
"Flora Rica","SP","0.48890383322125084062"
"Florestal","MG","0.48875077688004972032"
"Carmesia","MG","0.48867562380038387716"
"Luciara","MT","0.48864089278597050618"
"Bezerros","PE","0.48862125976594158265"
"Guaimbe","SP","0.48857039187227866473"
"Guatapara","SP","0.48852459016393442623"
"Palmares Paulista","SP","0.48849740932642487047"
"Uberlandia","MG","0.48848608571781095420"
"Capoeiras","PE","0.48843930635838150289"
"Paulo de Faria","SP","0.48837837837837837838"
"Planaltina do Parana","PR","0.48820638820638820639"
"Serra Azul","SP","0.48815314608504628903"
"Reserva do Iguacu","PR","0.48786815199145429574"
"Barrinha","SP","0.48784743861398479372"
"Sao Joaquim do Monte","PE","0.48749812846234466237"
"Mangaratiba","RJ","0.48745754488112566715"
"Caruaru","PE","0.48744339343152192314"
"Nazario","GO","0.48736109415068994993"
"Querencia","MT","0.48728006275916171691"
